arrived_at,num_prefill_tokens,num_decode_tokens
10.693695623217446,49,71
10.703912745332914,226,325
10.706600820972643,223,534
10.71140478631203,54,134
10.729634303523513,53,239
10.755116577795865,43,9
11.908917573508145,524,768
11.923870254563752,59,458
11.942237019825175,92,211
11.942366604199579,58,197
11.950101852156878,77,505
11.958966088727253,50,217
11.996619091084316,490,92
11.997379994816118,74,1640
11.999348685773366,49,387
12.000616747069895,55,256
12.03591385431246,55,337
12.1240630561024,45,759
12.127503516562763,1312,257
12.131196381033412,112,19
12.131291476435194,58,656
12.156083001308803,59,396
12.225149945077677,65,21
12.76196456735298,789,235
12.7705143409485,71,385
12.803332694943421,55,288
12.83791546681537,56,315
12.933310907418644,393,378
12.9335239888522,57,379
12.945288158279721,83,26
12.946134871383776,77,270
13.110472257152676,53,267
13.125673329105364,108,404
13.277540819075837,103,251
13.28435286832258,435,201
13.284821729379335,247,49
13.286079784872701,51,295
13.293681149777866,419,160
13.471609133966306,62,228
13.479658582060402,1431,101
13.522504889313705,204,354
13.535661356457036,75,232
13.537645020598017,171,283
14.024617941574643,57,362
14.074172056756666,89,234
14.09814673398452,62,296
14.099260835267051,560,143
14.116390353416527,342,213
14.117749279309212,55,517
14.121011655030172,63,417
14.127437134800669,2715,214
14.138313036679758,50,32
14.14244904695906,49,286
14.207149449122326,92,48
14.211965776262048,46,171
14.268631954273669,84,400
14.279939879049715,1136,368
14.2864588492823,77,517
14.290749455539002,60,21
16.169611203666467,49,27
16.17251628127158,522,17
16.249692020975683,995,4
16.258342796830277,112,749
16.259169765687027,431,84
16.262430946681313,51,224
16.381533938295636,54,392
16.40315569659709,58,89
16.40456322731629,73,761
16.471937675759513,43,9
16.488821100800983,63,272
16.610725839492524,51,135
16.79421079448726,252,488
16.794795217168488,68,290
16.89007854057386,46,26
17.0137995141059,48,248
17.013881984527373,52,441
17.105735028337563,52,244
17.110370072906687,1485,136
17.13028461655434,1131,428
17.140655320294414,53,338
17.15200159641199,63,173
17.152375000785284,442,312
17.15900648973136,1052,356
17.16021262967525,142,473
17.164872586079643,54,444
17.707725859850463,67,203
17.71217995028826,81,506
17.716345299617355,661,233
17.72206744336985,99,768
17.732307789835414,57,288
17.743603215507903,67,387
17.88389147048383,1852,302
17.990244098765807,373,161
17.993123321701738,936,288
18.01281494770455,54,768
18.016082407702964,57,228
18.0174192305854,51,370
18.110665480655086,860,346
18.194075288516423,140,130
18.217681352632162,2706,59
18.219286872879472,61,155
18.220475457433796,194,156
18.244555032973075,207,473
18.255330848718778,46,293
18.25828622724568,45,98
18.26568389837729,58,356
18.271474932684026,2792,235
18.281543595724347,510,272
18.29501898571378,100,449
18.322673806318548,1308,18
18.364563498627234,861,305
18.37012462167037,1161,116
18.370402701922927,67,156
18.374595191405437,492,68
18.445377906516757,51,152
24.384843956669968,1704,645
24.387722955035315,365,570
24.39484928953024,126,69
24.406728948477443,47,197
24.512167032150224,140,96
24.73219441242748,75,332
24.848644457540576,214,636
24.996229062461946,135,112
25.046161731831077,46,95
25.059661434655816,197,564
25.06969871093362,877,199
25.07424081510019,62,109
25.110723224175484,899,1880
25.11428375394285,291,416
25.13223043212275,1253,240
25.184226565955367,49,31
25.189691898757015,1046,3
25.277802744276674,619,310
25.293130844364626,51,232
25.299985150485774,88,471
25.447770016766903,213,767
25.71780728080104,207,767
25.72137503384749,737,254
25.724008316375873,184,169
25.726087412392197,456,310
25.73636704583075,75,546
25.74218334030492,201,104
25.750192105241712,52,550
25.848140663156105,61,219
25.871133269965306,76,2810
25.919568231278255,64,456
25.924413658956357,145,12
25.935743809858756,54,91
26.0121898082882,48,6
26.121152061128775,2873,718
26.121449861407058,529,411
26.214638212072295,657,767
26.340580335726536,998,491
26.355324394165073,128,26
26.356989752773767,53,21
26.430618682104843,1087,308
26.61332830431726,57,326
26.65076118734989,258,112
26.66969457305105,56,269
26.687796312880607,47,258
26.688630205346715,344,231
26.72741431545806,56,200
26.736398479366063,52,192
26.742477056379364,65,60
26.76414425724936,154,141
26.92040356080434,65,200
26.921457038156994,67,442
26.933835014989434,1093,4096
26.934309094902325,64,111
26.93906704902396,222,304
26.944956665288377,3570,529
27.01426383488368,213,186
33.88803973806226,52,355
33.89870268163196,353,108
36.66444426693442,2848,182
36.850988969470826,55,273
36.85138729594506,55,79
36.92490641461171,69,252
37.13606057700601,172,36
37.13723663005745,722,166
37.13730584880357,94,290
37.14043774478654,64,282
37.172185766963246,43,9
37.84112890968874,75,371
37.903204364182216,69,75
38.00832356359454,795,421
38.01090930263494,944,763
38.016399674872375,96,140
38.017713109201694,59,266
38.03728653803001,74,275
38.06514263292354,170,22
38.06979344923896,58,189
38.07047138098323,101,757
38.07631646279065,170,522
38.123007276285094,194,213
38.14309258560043,73,24
38.19749487286904,47,358
38.20772162531186,194,238
38.213168359155205,442,27
38.47256514213372,55,27
38.50838432747379,184,373
38.52875158413941,93,536
38.549944800074755,62,262
38.567059117605794,1396,255
38.58041740932793,58,87
38.5960892551303,63,309
38.671674559936505,56,542
38.73139979935882,821,1
38.772664514761445,347,210
38.824204689201,108,392
38.84078233198592,58,639
38.84495127104028,1602,274
38.8453746553665,179,256
38.851521569470655,71,771
38.85212454860754,53,95
38.86460573767279,57,58
38.867878950567956,146,296
38.90491643897095,58,35
39.86038923184037,49,66
39.8636433754843,80,458
39.991486132279874,257,4
40.00293617834783,52,120
40.02240668883247,78,184
40.028282247158174,613,309
40.14077334083073,49,274
40.151359716922705,52,208
40.152215851329444,110,263
40.3878109192481,73,131
40.820675248966104,517,3130
41.60452412025063,66,64
41.615126112663056,53,401
41.62653229023262,306,7
41.6403244396196,91,449
41.64774300854718,48,1270
41.64931657467185,47,474
41.66689984062282,180,547
41.7645949219561,89,203
41.78619356902424,53,251
41.790679399275845,494,299
41.792217317629735,112,247
41.85404355441517,67,563
41.88521859272188,58,255
41.88708968532379,283,149
41.88980356325979,52,33
41.89399157295075,162,24
41.94512638840254,66,1220
41.958691759973995,75,477
42.11610794974663,123,169
42.116698969731466,72,341
42.12491913807671,65,473
42.21434415121672,1024,468
42.225500116059145,53,401
42.22646773260085,82,710
42.22856607784604,56,297
42.236592222818786,43,218
42.23676526231522,49,207
42.72421255307625,62,269
42.724553423886434,142,25
42.757350637098924,76,310
42.90462719202469,124,375
42.915177038738534,52,253
42.92678038238122,53,330
42.97156840965257,161,5
42.99680278601487,92,175
43.03858416355695,82,4096
43.05605733957933,56,560
43.06421749131263,75,270
43.6632259283176,57,80
43.745858136984296,293,767
43.769531251223945,46,255
43.77472827016794,50,133
43.77782461639085,56,456
43.84271292016475,43,206
43.926845457059294,52,142
43.92936873740931,45,9
44.11348042628825,52,241
44.11534139208157,65,2090
44.146702874965996,113,583
44.15851173283741,58,8
44.293929400473864,97,692
44.29768192499865,66,391
44.299148526010484,242,449
44.306182394682914,1879,201
44.616186492221175,44,59
44.65766862531397,162,347
44.67702474508858,1244,148
44.71078055805598,1119,769
44.718852600878094,45,386
44.72093137183345,671,390
44.72712061224806,106,492
44.72861605346386,66,39
44.75785051720868,327,767
44.759601291484074,51,505
44.78348981041882,625,769
44.84890608689858,96,100
44.854820030695734,49,413
44.94542543978132,534,278
45.022874829626275,55,311
45.02440367205558,1902,238
45.02656630459319,59,316
45.305389934233844,202,230
45.52394559597824,52,143
45.881971773362764,433,2340
45.91274492945009,43,9
45.91975167563381,57,362
45.933145170103835,69,170
45.93579975713155,50,306
46.052584974664136,78,333
46.05474459497911,169,433
46.111326969398554,69,193
46.124965235603874,192,209
46.22546625766529,451,266
46.22658472828868,52,242
46.527834039696934,107,32
46.58097546952953,158,769
47.22163039522547,146,281
47.24260990091514,1582,398
47.24332367812232,57,187
47.79222292527966,412,771
47.79867638052183,57,205
47.840397127626126,186,757
47.859005931066214,166,23
47.8594440026848,83,3850
47.98693152086367,46,20
48.00048787582494,75,236
48.051179584804515,162,354
48.150516957208836,68,247
48.16063803161195,95,221
48.16406365611018,122,98
48.16981696037232,62,9
48.17050976772,63,135
48.184782570765954,76,396
48.19939202418935,1774,226
48.21324947836596,74,264
48.21453710077016,66,769
48.241561458939195,572,557
48.675019153856454,155,664
48.67733314460737,53,172
48.68268107881746,57,305
48.730166230466025,473,12
48.76869555358371,56,2030
48.79664347706991,94,371
48.83518331762137,58,515
48.85970670378822,939,31
48.862992649237896,56,93
48.971164714177654,54,201
48.97313149247752,61,139
48.99483995367574,2437,326
49.00214562912745,101,2540
49.01541943876478,51,372
49.02068329294263,65,311
49.26503353232983,2100,2930
49.273981071744075,99,229
49.30906273295475,2421,79
49.31616506759455,49,26
49.320348233554405,102,385
49.469695001522396,58,83
49.483634948062715,282,24
49.51661757613978,53,87
49.80609730854366,64,160
49.849091355515995,68,70
49.849307661243955,107,102
49.99573724170091,765,304
50.0000568663298,65,432
50.05375831698133,51,126
50.635400389743516,61,3110
50.644464097321425,115,214
50.663102385824914,71,44
50.67482623979526,1943,241
50.78542824974778,181,82
50.847604945582184,55,238
50.90737295280437,97,356
51.23903513593984,146,574
51.69840428879242,49,229
51.72308643925358,53,97
51.726416391038974,114,373
51.834230609673284,307,412
53.17321507779782,54,229
53.23765701405833,154,495
53.24095800471555,85,102
53.256364144826705,128,254
53.57254016992192,957,375
53.59622168955878,49,29
53.59688248272471,57,405
53.645903161274425,80,322
53.674476460017125,52,496
53.7033252256895,54,204
53.70517131520438,627,3
53.70580144496105,2147,11
53.706995796492166,128,24
53.71863987068798,74,333
53.72498152822196,70,157
53.727913618757086,61,180
53.737643761103236,85,158
53.740755882168635,69,342
53.79806547156373,2082,79
53.8541204189531,135,624
53.9213304123085,61,2220
53.92494162509653,117,89
53.94021925933214,279,606
53.94548166575693,52,26
53.95041065313779,742,770
53.95130115795082,410,4096
54.06817908275549,47,173
54.34605109973845,63,117
54.36825138867284,55,289
54.386329374114695,48,260
54.428919140405746,802,4096
54.57969239483466,58,248
54.58900548799438,50,232
54.59409162900735,212,258
54.63657654836226,108,150
54.77591480882713,49,458
54.77651328456966,58,219
54.79725700119943,165,729
55.48150957038704,99,48
55.487860828300825,174,60
55.92771883657295,56,264
55.92806453758754,195,414
55.93046575598867,55,351
55.975499025452876,351,321
55.99491148099119,45,44
56.009735520371414,53,106
56.019661803511774,46,774
56.08863615967404,59,420
56.09675550434632,58,300
56.11476743617311,61,147
56.14410169212443,62,224
56.22720526977028,57,154
57.44591187795122,52,137
57.446507148864086,49,287
57.44947079467457,169,77
57.4853958948399,52,531
57.496319848213496,58,192
57.50426209882765,56,765
58.062446766437375,54,43
60.03368701235246,1472,22
60.10011008424057,86,450
60.10346806472379,55,286
60.133663778330984,51,153
60.59989138014572,61,315
60.640822414579425,51,43
60.64650944581236,47,186
60.65052831170304,81,492
60.66358739140063,57,161
60.66521824225493,116,259
60.716516361859654,439,40
60.72165093003047,62,80
60.81591225075903,447,101
60.89145551064468,48,22
60.893041491077604,61,220
60.91382425207763,64,58
60.92840528249549,579,91
60.97192140310888,361,457
60.99646953409733,2842,36
63.731766394963365,48,264
63.763166577255355,73,444
63.766408089982974,3236,3250
63.766711147428445,597,214
63.83889396123655,94,116
63.84014776146408,145,246
63.882159876330725,63,275
63.88794453364561,46,314
64.03970563141567,55,414
64.04023230185807,57,320
64.04754165813523,58,313
64.55824473633783,961,572
65.7559424740166,193,34
65.76684190788856,54,162
65.76785611986911,303,2
65.76898145500401,501,148
65.82301724620334,1098,621
65.86561316295486,56,45
65.86596555147149,362,128
65.87314960318379,94,347
66.01245515188873,1012,572
66.02274068448011,44,38
66.02564511477883,118,31
66.04073056616362,68,82
66.04159812315903,133,7
66.04198894613732,43,9
66.04690521367533,55,191
66.12289786001506,267,380
66.13210508714798,106,43
66.16015191694645,63,484
66.23851475435801,3462,674
66.24100433441451,56,275
66.6773612867539,445,154
66.80178697224699,254,240
66.8098507096187,361,128
66.81273756196323,55,23
66.83054165607967,1359,766
66.83206427783844,53,291
66.97387036874254,453,230
66.97447206511262,3128,38
67.02632838413491,812,25
67.02693765594668,250,146
67.03397862845542,852,244
67.03432625963667,2183,275
67.06964994390674,156,4096
67.15404605121537,79,349
67.17025301218872,820,768
67.19674108513472,48,3360
67.20587736940196,406,236
67.22377880497841,45,6
67.24912449335817,54,185
67.27515075011522,86,210
67.27589944860316,85,171
67.36357036529242,57,219
67.84481055492184,106,94
67.93677699036206,168,527
68.5363866821217,512,269
68.60414229600043,119,386
68.76039112985411,63,298
68.78238592146522,1614,501
69.09778579848917,89,258
69.10439465908975,404,50
69.1141314482167,72,440
69.12361562186506,47,635
69.12884663445986,56,197
69.13231047107367,204,128
69.22641170862951,69,208
69.23014611733794,88,223
69.23153365796654,55,92
69.29988344188091,3788,436
69.30455880675525,86,2670
69.32417328228318,76,518
69.33790627308274,45,373
69.3386257925849,69,278
72.85424364542916,66,147
73.74828224851176,1118,387
73.75145067158202,2313,14
73.75504923784649,176,232
73.75913919559463,109,66
73.78797187171199,256,220
73.79112461508036,116,216
73.9380098904613,121,132
73.94506533766676,81,321
73.95262142365698,52,2650
74.12938067425316,52,183
74.1593747532813,49,113
74.16473611933488,119,375
74.17382220443233,733,104
74.18906170784453,224,767
74.34660968198128,122,267
74.35354306887359,435,156
74.35482096768348,66,57
74.3821186647397,143,279
74.38264565567538,61,433
74.42219720051192,633,738
74.44137242152378,511,127
74.44472945180617,65,436
74.5362408610254,135,471
74.55323613888056,49,487
74.55705234683577,130,729
74.57237346476148,91,303
74.57827443157393,61,285
74.67851899557482,241,72
74.6789031084029,119,3750
74.71516178485219,58,225
74.71796090832093,58,114
74.73581890474364,146,364
74.809444340585,46,1780
74.81305469455688,2350,69
74.90510385218404,328,116
75.05224795435717,48,205
75.11862737271399,52,1400
75.12937452788574,452,10
75.13087806589277,53,48
75.14884838500029,49,247
75.31838278929321,65,352
75.35995057790535,240,409
75.39477417382888,54,449
75.4274664835936,207,95
75.44802342961346,55,276
75.60534215984518,69,216
75.63371242898856,63,83
75.90733871545844,86,77
76.11129139888263,419,124
76.1154620232851,392,3
76.3969519997714,43,9
76.39842542572619,1214,3620
76.39905621708836,68,99
76.46414525047089,173,111
76.46493510584367,151,65
76.54337744969787,45,170
76.54441795894564,58,207
76.59190257820883,48,38
76.72213119760536,1180,39
76.75499767569887,105,441
76.75627870319066,3882,4096
77.36855133991438,997,53
77.37157943703637,154,4096
77.40061174703979,48,251
77.40542093815615,54,209
77.4235432487498,76,166
77.43458685660094,182,326
77.44202934076392,56,144
77.44857707320226,209,201
77.469043803849,454,321
77.48451316168773,892,21
77.52270006073356,876,168
77.54416944910139,47,251
77.54449707257533,48,91
77.54561215206215,82,176
77.5471261370232,1565,125
77.55199466611491,48,25
77.57737039018917,842,319
77.64081534825144,51,1020
77.65546196763638,62,224
77.67732189045668,68,477
77.84712924652509,547,281
77.86037818626882,60,52
77.89925018065969,62,15
77.9205465987456,316,584
77.9541887572347,107,729
77.95466099198335,51,363
78.01949076659695,1138,556
78.35524350861844,136,21
78.48415925134064,57,233
79.11888181987548,1181,303
79.70067781938823,57,2180
79.7805544645055,361,439
79.89125893208755,96,332
80.17124586275668,61,261
80.17480855749227,83,336
80.1791618013067,100,636
80.18678030508602,129,2700
80.18858863946164,43,9
80.74830528553771,54,398
80.75882500029007,76,4096
80.76582435331652,405,628
80.77371468297989,56,41
80.80259775274865,48,119
80.81430364461593,48,248
80.82529580494226,774,418
80.88212445731871,128,35
80.90039531892829,101,198
80.90595286952511,362,190
80.90913785214732,61,136
80.91715205226075,162,180
80.91897708840091,828,268
80.96747322747778,709,316
80.99393558427388,74,73
81.01793020068183,49,87
81.0226551500501,118,296
81.04120948905918,100,402
81.04997368799005,54,186
81.05088373661347,79,129
81.22459805814228,85,4096
81.23194382497869,122,271
81.23726426018418,53,312
81.24910293308554,85,24
81.2826570151096,129,1010
81.30746063717092,443,26
81.30771857211616,44,88
81.325042502891,1084,38
81.33120686112144,2232,266
81.34007661223292,1094,650
81.34017956602314,48,363
82.82602228388615,109,236
82.82633437176321,511,127
82.83579071174817,65,148
82.84407754401624,51,429
82.8713837030768,48,263
82.89240169694911,53,275
82.9006559073878,1461,42
82.9038482665482,46,285
82.96535505240337,48,71
82.98402025040615,97,20
82.99032867386696,252,319
84.10756025674786,71,285
84.32597676170131,55,319
84.66858621063932,57,40
84.67236685289424,56,62
84.67641362236705,64,332
84.71726940512731,50,322
84.72284656625142,63,161
84.7232608016532,3664,143
84.86512204101415,59,531
84.90218592196203,45,9
84.90428519965575,47,276
84.90983517349342,54,52
85.00315618051324,64,320
85.02291670345649,196,376
85.7206456962482,3232,3
85.73998671007959,72,717
85.9569379046443,52,9
85.95712980320619,128,267
85.97149273048902,61,635
85.97892685737416,347,483
86.06499250340359,54,1850
86.10240781925133,2428,20
86.12724132338585,112,386
86.13125118793106,49,303
86.1414085089804,92,473
86.14870016775963,119,498
86.16663917762152,759,702
86.18297593709731,693,160
86.2257884273458,49,341
86.22658159837448,52,259
86.25549674895531,128,29
86.28517184708049,83,157
86.29621240925573,78,665
86.30511492307676,53,313
86.30654285849747,2127,13
88.21138869446776,73,183
88.21655076059871,120,65
88.24665364251388,117,537
88.25157370197421,129,275
88.25409424368274,84,768
88.30042589120636,412,137
88.35702814164284,72,215
88.36787821291907,64,107
88.37051780365579,46,297
88.39333705235579,135,113
88.3935016038871,1268,730
88.39633520421425,78,237
88.40428452917318,2971,179
88.43518058129997,119,315
88.43831123247912,1788,118
88.49469404158769,115,39
88.50366694172583,61,293
88.52485444887157,119,109
88.52828032065436,576,642
88.53417898838009,361,332
88.54597166542848,528,328
88.74706779619703,254,773
89.12924763913645,432,54
89.1364377321891,70,91
89.14141430846666,60,749
89.25300901956513,43,9
89.30551585928106,1104,190
89.31263895471433,102,169
89.34487482869538,319,237
89.36524910421187,46,129
89.39177897030807,50,445
89.39379867864386,151,588
89.39727600355212,52,182
89.40656917700136,60,622
89.86091131220053,151,487
89.90029989796946,72,737
89.91377316091307,793,362
89.9191583810908,54,722
89.9560366417507,55,168
89.9853650637998,57,247
89.99988788560542,50,64
90.01147254840704,57,3010
90.03649507989883,59,396
90.03791248934778,62,175
90.29075767681364,204,83
90.29477597086007,52,360
90.29762718662192,56,268
90.30545202666403,1027,242
94.06953370365561,59,174
94.08553175129137,44,374
94.08792780230102,49,73
94.10916603069742,182,68
94.11775761835433,65,244
94.14662795113085,1938,13
94.28689210220662,561,742
94.28944135149528,52,273
94.32743482396609,70,486
94.3323595126549,148,268
94.34172711039048,261,164
94.34470135814881,523,17
94.35164131936988,836,260
94.37276426898026,75,433
94.37297086743325,307,113
94.37441962084762,45,662
94.37850090398024,72,499
94.42365344669109,46,9
94.42572635532271,56,7
94.44651008639458,110,38
94.44840511359516,54,219
94.4629700932412,3220,462
94.49523326487332,584,4
94.5367454838161,209,294
94.53707045001308,132,629
94.5427124040103,56,32
94.5904007771961,201,251
94.61931689911184,485,386
94.87361543065269,61,235
94.88808078682648,53,159
94.88937339929696,61,541
94.90689862685453,55,249
94.90877412586518,125,40
94.92980622016947,68,99
94.97587214205619,120,3
95.12608734057741,198,366
95.15480735150805,59,250
95.15835759267425,543,308
95.1796904384949,53,103
95.24280684299573,1620,271
95.26940678909669,1141,1
95.55092657972644,1424,68
95.56671199446671,106,500
95.61725440909453,48,314
96.02369759696651,43,31
96.35094311208204,1735,504
96.5230736117976,57,217
96.55482231549634,47,132
96.5563037310653,548,287
96.57140984520606,43,20
96.57758972457434,47,248
96.81762671579514,50,98
96.82044690644449,66,391
96.82199085135406,86,62
96.82491212338128,159,552
96.84032487857162,69,441
96.892984307911,92,206
96.89531982328877,174,314
96.9225256078577,115,20
96.94678160458784,701,484
96.9520933170542,119,425
97.13487027931055,291,182
97.15358790368084,54,297
97.20986390920493,57,417
97.26058332409667,49,62
97.28985178459489,58,354
97.30468543366827,51,400
97.3204431777134,54,672
97.32088141768318,62,2590
97.33200011140597,44,38
97.36804965715217,96,61
97.45448424810189,107,218
97.45696719604393,56,283
97.47432041128776,55,92
97.476548756299,57,217
97.48159357395097,231,239
97.48623742270739,50,278
97.48664546391073,1432,65
97.48678699144003,57,270
97.56638384399312,56,336
97.5694929086978,65,184
97.64901772617299,84,403
97.65052774982207,498,280
97.6580301290597,976,481
97.67460856084588,57,452
97.72157651150768,48,42
97.73473699163489,43,9
97.73749734529332,64,285
97.7464459105023,46,9
97.75054397611892,63,209
97.76149836026771,198,127
97.8727505170853,57,376
97.87522925349803,72,47
97.87632171268662,1887,275
97.8909047837758,187,46
97.89119611552579,1098,243
97.89170238320538,203,249
97.89653664818877,59,315
98.0422015884509,2004,30
98.0991491186408,388,585
98.09961908305486,530,311
98.11107979224262,51,145
98.11123239397098,50,113
98.3614399369863,119,58
98.36193544600327,154,357
98.37137799917173,69,34
98.54148660470486,49,113
98.59571016713446,100,284
98.60612102216602,105,374
98.62106345716202,172,159
98.63416576621819,399,409
98.64265178580122,1021,446
98.65258761975156,51,134
98.65457329890944,145,494
98.81507825089486,55,21
98.84408200216622,65,112
98.87738360989557,52,364
98.88144339922314,49,546
99.13852477683133,117,14
99.14060835355312,55,220
99.14069915084296,127,347
99.15839786347429,85,88
99.94891644059012,75,3600
99.95652920645409,202,353
99.96377036603013,138,286
100.02195615328426,61,776
100.02482149864078,71,296
100.02554565849125,58,494
100.04677386198193,107,676
100.05179860363674,929,586
100.05192408323654,89,66
100.0555805612496,82,269
100.38471633400327,404,744
100.4005490054046,63,275
100.47489282902954,78,234
100.48916893774195,43,23
100.49484274291555,148,372
100.5005187277768,112,141
100.53853528336396,54,453
100.55295094796419,1128,383
100.61324564941886,130,368
100.6173501598275,59,312
100.65617964409248,66,175
100.65749689608356,77,506
100.67612950431408,49,36
100.69242985276485,49,132
100.69660235141292,92,43
100.76802561257928,620,259
100.77221470311508,50,93
100.8018076632949,50,305
100.80222086340166,73,400
101.14218742328593,85,30
101.1738647527636,78,184
101.17483120644539,60,414
101.196607052784,1792,40
101.20299188013813,469,265
101.30823482847929,52,158
101.30833807055667,64,50
101.30956500083437,88,769
101.313593352768,244,256
101.34953926280254,133,4096
101.5146696195975,63,393
101.5325448891642,330,95
101.55518689415072,74,475
101.56222447799105,164,485
101.68896516568785,61,151
101.69099875481066,57,317
103.17355839076689,67,178
103.2166237935028,358,338
103.2999638581764,211,431
103.30507747344622,94,167
103.30748756557018,70,139
103.7906293247104,68,256
103.8531576775864,237,558
103.93063922790884,52,506
103.98975542915858,318,506
103.9908048813257,128,231
104.00139573808963,58,184
104.03105948253061,443,475
104.03603370592337,175,162
104.04937499790432,115,767
104.09867394637833,980,259
104.11105963761777,58,615
104.11930401862021,246,740
104.16217297778383,88,256
104.21138858286848,69,333
104.21287330623909,890,480
104.27351230082252,333,337
104.29730251835011,64,293
104.37969973457542,217,440
104.39597510448014,57,91
104.39645159327844,172,305
104.40360987549701,54,260
104.41848633603428,53,434
104.42115229341812,63,35
104.43661180659882,56,436
104.44401512687627,75,367
104.69613147839621,2972,211
104.69642823225035,150,263
104.76874547119719,150,25
105.36446667352136,89,238
105.47558244040705,110,87
106.62265637281085,54,329
106.6246940323066,433,440
106.64173473463528,51,2060
106.69042663929285,85,598
106.71096967795962,66,405
106.73004297252942,85,408
106.73116384961716,59,286
106.74982588436401,54,130
107.36336737517685,52,179
107.42921487283066,444,225
107.43284206806233,79,17
107.45882715191266,46,26
107.46640515635951,134,708
107.47283079595856,51,167
107.47448680708747,58,171
107.47845775561106,227,732
107.49061228201074,57,136
107.51913354150143,1402,163
107.52184010299368,145,406
107.52927830794358,1889,346
107.6061351899028,117,145
107.67614865514781,140,71
107.69141409244806,60,156
107.79313289950328,43,9
107.80052225881279,46,178
108.98131194159917,62,316
110.1278470175192,55,467
110.14623369783791,225,413
110.20725670493546,52,284
110.24719607724879,147,314
110.25112982167099,69,401
110.27960905002233,66,400
110.28366531322037,49,198
110.28711998034926,124,159
110.3290423269311,60,560
110.89710950111193,1646,277
110.93129699463213,118,27
110.94494623282826,63,68
110.95198958268443,52,213
110.95713293535051,90,336
111.07977224659491,866,745
111.0841347341007,50,30
111.69928052443959,47,36
111.70204256825785,147,376
111.70398521804036,169,471
111.77753702648972,216,151
111.8009210061409,49,48
111.80827853376096,1110,3
111.84905430461937,50,187
112.90108616813065,285,461
113.29764477746973,92,300
113.30224393677177,58,119
113.31243104230188,152,472
113.33548631658645,372,681
113.55265696434944,59,363
113.64574015028559,1270,29
113.65097990079087,73,337
113.6613383879927,143,374
113.69151475219708,54,200
113.8714046482307,49,26
114.50022000278986,57,305
114.5146949540952,73,124
114.52323682434883,680,576
114.55402307534014,60,294
114.55970991414073,43,9
114.62861877314084,52,303
114.63088639626163,54,192
114.66704129114271,44,320
